timestamp | epoch | train_loss | val_loss | lr
2025-08-29 07:39:37 | epoch=76 | train_loss=- | val_loss=7.8244 | lr=0.000252
2025-08-29 07:44:10 | epoch=77 | train_loss=7.6944 | val_loss=7.7744 | lr=0.000251
2025-08-29 07:48:31 | epoch=78 | train_loss=7.6449 | val_loss=7.7074 | lr=0.000249
2025-08-29 07:52:58 | epoch=79 | train_loss=7.5712 | val_loss=7.7396 | lr=0.000248
2025-08-29 07:57:20 | epoch=80 | train_loss=7.4523 | val_loss=7.6068 | lr=0.000247
2025-08-29 08:01:41 | epoch=81 | train_loss=7.4856 | val_loss=7.5832 | lr=0.000246
2025-08-29 08:06:08 | epoch=82 | train_loss=7.4559 | val_loss=7.5783 | lr=0.000244
2025-08-29 08:10:36 | epoch=83 | train_loss=7.3191 | val_loss=7.6271 | lr=0.000243
2025-08-29 08:14:44 | epoch=84 | train_loss=7.4281 | val_loss=7.4840 | lr=0.000242
2025-08-29 08:18:57 | epoch=85 | train_loss=7.3480 | val_loss=7.5176 | lr=0.000240
2025-08-29 08:23:03 | epoch=86 | train_loss=7.2968 | val_loss=7.4358 | lr=0.000239
2025-08-29 08:27:11 | epoch=87 | train_loss=7.2167 | val_loss=7.3592 | lr=0.000238
2025-08-29 08:31:22 | epoch=88 | train_loss=7.1341 | val_loss=7.3309 | lr=0.000236
2025-08-29 08:35:34 | epoch=89 | train_loss=7.0483 | val_loss=7.3115 | lr=0.000235
2025-08-29 08:39:58 | epoch=90 | train_loss=7.0494 | val_loss=7.3194 | lr=0.000234
2025-08-29 08:44:04 | epoch=91 | train_loss=7.0328 | val_loss=7.2841 | lr=0.000232
2025-08-29 08:48:18 | epoch=92 | train_loss=7.0423 | val_loss=7.3253 | lr=0.000231
2025-08-29 08:52:24 | epoch=93 | train_loss=7.0913 | val_loss=7.2328 | lr=0.000229
2025-08-29 08:56:34 | epoch=94 | train_loss=7.0709 | val_loss=7.2592 | lr=0.000228
2025-08-29 09:00:43 | epoch=95 | train_loss=6.9602 | val_loss=7.1562 | lr=0.000227
2025-08-29 09:04:58 | epoch=96 | train_loss=6.9076 | val_loss=7.1402 | lr=0.000225
2025-08-29 09:09:11 | epoch=97 | train_loss=6.8814 | val_loss=7.1079 | lr=0.000224
2025-08-29 09:13:42 | epoch=98 | train_loss=6.9181 | val_loss=7.1365 | lr=0.000222
2025-08-29 09:17:53 | epoch=99 | train_loss=6.8402 | val_loss=7.1303 | lr=0.000221
2025-08-29 09:22:02 | epoch=100 | train_loss=6.8613 | val_loss=7.0426 | lr=0.000219
2025-08-29 09:26:15 | epoch=101 | train_loss=6.8036 | val_loss=7.0495 | lr=0.000218
2025-08-29 09:30:25 | epoch=102 | train_loss=6.7316 | val_loss=7.0219 | lr=0.000216
2025-08-29 09:34:38 | epoch=103 | train_loss=6.7398 | val_loss=7.0971 | lr=0.000215
2025-08-29 09:38:49 | epoch=104 | train_loss=6.7568 | val_loss=6.9892 | lr=0.000213
2025-08-29 09:43:03 | epoch=105 | train_loss=6.7362 | val_loss=7.0249 | lr=0.000212
2025-08-29 09:47:21 | epoch=106 | train_loss=6.6752 | val_loss=6.9897 | lr=0.000210
2025-08-29 09:51:33 | epoch=107 | train_loss=6.7491 | val_loss=7.0603 | lr=0.000209
